Date,USDZAR
14/04/2021,14.49
15/04/2021,14.39
16/04/2021,14.14
19/04/2021,14.30
20/04/2021,14.21
21/04/2021,14.29
22/04/2021,14.22
23/04/2021,14.31
26/04/2021,14.27
27/04/2021,14.27
28/04/2021,14.37
29/04/2021,14.20
30/04/2021,14.28
03/05/2021,14.46
04/05/2021,14.49
